Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2005-01-31,-3.507,-2.086,-0.043,0.243,-0.256,-1.365,-0.905,-1.654,-0.948
2005-02-01,-3.713,-2.116,-0.083,0.232,-0.284,-1.462,-1.0,-1.76,-0.953
2005-02-02,-3.788,-2.143,-0.105,0.229,-0.266,-1.503,-1.046,-1.783,-0.959
2005-02-03,-3.914,-2.183,-0.096,0.168,-0.297,-1.506,-1.081,-1.849,-0.984
2005-02-04,-4.022,-2.143,-0.147,0.125,-0.262,-1.595,-1.14,-1.894,-0.988
2005-02-07,-4.103,-2.182,-0.178,0.064,-0.253,-1.554,-1.17,-1.92,-1.013
2005-02-08,-4.172,-2.21,-0.18,0.059,-0.282,-1.559,-1.229,-1.93,-1.013
2005-02-09,-4.052,-2.143,-0.149,0.079,-0.313,-1.526,-1.151,-1.912,-0.989
2005-02-10,-4.057,-2.183,-0.175,0.12,-0.321,-1.498,-1.164,-1.901,-0.992
2005-02-11,-4.165,-2.208,-0.218,0.129,-0.345,-1.523,-1.209,-1.951,-1.005
2005-02-14,-4.13,-2.238,-0.239,0.2,-0.325,-1.528,-1.177,-1.953,-1.0
2005-02-15,-4.112,-2.244,-0.262,0.231,-0.323,-1.514,-1.171,-1.938,-1.003
2005-02-16,-4.121,-2.272,-0.244,0.222,-0.287,-1.54,-1.206,-1.904,-1.011
2005-02-17,-4.128,-2.279,-0.22,0.24,-0.291,-1.578,-1.168,-1.942,-1.018
2005-02-18,-4.204,-2.325,-0.24,0.242,-0.276,-1.605,-1.17,-2.001,-1.033
2005-02-22,-3.813,-2.291,-0.173,0.372,-0.259,-1.462,-0.989,-1.816,-1.008
2005-02-23,-3.832,-2.283,-0.165,0.338,-0.263,-1.459,-1.039,-1.784,-1.009
2005-02-24,-4.102,-2.329,-0.196,0.31,-0.337,-1.55,-1.207,-1.872,-1.023
2005-02-25,-4.092,-2.313,-0.268,0.337,-0.247,-1.601,-1.143,-1.926,-1.023
2005-02-28,-4.023,-2.325,-0.251,0.331,-0.255,-1.523,-1.08,-1.904,-1.039
2005-03-01,-4.118,-2.345,-0.29,0.308,-0.251,-1.54,-1.12,-1.961,-1.037
2005-03-02,-4.021,-2.352,-0.291,0.279,-0.223,-1.434,-1.067,-1.916,-1.038
2005-03-03,-4.039,-2.345,-0.299,0.235,-0.206,-1.424,-1.032,-1.942,-1.065
2005-03-04,-4.127,-2.319,-0.346,0.3,-0.184,-1.578,-1.113,-1.956,-1.058
2005-03-07,-4.259,-2.385,-0.36,0.275,-0.212,-1.577,-1.174,-2.001,-1.084
2005-03-08,-4.113,-2.408,-0.327,0.351,-0.202,-1.527,-1.085,-1.936,-1.092
2005-03-09,-3.986,-2.415,-0.294,0.369,-0.205,-1.441,-0.997,-1.893,-1.096
2005-03-10,-3.828,-2.348,-0.265,0.385,-0.184,-1.416,-1.0,-1.773,-1.055
2005-03-11,-3.837,-2.357,-0.257,0.404,-0.187,-1.44,-0.939,-1.841,-1.057
2005-03-14,-3.868,-2.322,-0.259,0.345,-0.199,-1.433,-0.983,-1.85,-1.035
2005-03-15,-3.822,-2.241,-0.246,0.322,-0.198,-1.459,-0.918,-1.922,-0.982
2005-03-16,-3.521,-2.138,-0.198,0.373,-0.168,-1.39,-0.789,-1.79,-0.942
2005-03-17,-3.536,-2.08,-0.19,0.337,-0.166,-1.437,-0.783,-1.819,-0.934
2005-03-18,-3.686,-2.094,-0.21,0.314,-0.206,-1.49,-0.84,-1.897,-0.949
2005-03-21,-3.706,-2.026,-0.177,0.222,-0.266,-1.459,-0.881,-1.879,-0.946
2005-03-22,-3.638,-1.953,-0.145,0.165,-0.309,-1.396,-0.858,-1.838,-0.942
2005-03-23,-3.309,-1.885,-0.122,0.127,-0.105,-1.324,-0.622,-1.821,-0.866
2005-03-24,-3.527,-1.894,-0.133,0.103,-0.181,-1.422,-0.758,-1.909,-0.86
2005-03-28,-3.629,-1.856,-0.156,0.086,-0.273,-1.43,-0.847,-1.957,-0.825
2005-03-29,-3.474,-1.824,-0.106,0.09,-0.312,-1.322,-0.776,-1.89,-0.808
2005-03-30,-3.295,-1.78,-0.137,0.093,-0.136,-1.335,-0.712,-1.769,-0.814
2005-03-31,-3.104,-1.709,-0.03,0.108,-0.117,-1.356,-0.605,-1.692,-0.807
2005-04-01,-3.175,-1.676,-0.033,0.073,-0.093,-1.446,-0.608,-1.761,-0.806
2005-04-04,-3.256,-1.621,-0.021,0.033,-0.162,-1.485,-0.702,-1.778,-0.776
2005-04-05,-3.403,-1.667,-0.069,0.05,-0.192,-1.525,-0.776,-1.841,-0.786
2005-04-06,-3.495,-1.677,-0.093,0.049,-0.226,-1.548,-0.842,-1.852,-0.801
2005-04-07,-3.682,-1.721,-0.117,0.033,-0.276,-1.601,-0.948,-1.905,-0.829
2005-04-08,-3.547,-1.759,-0.108,0.073,-0.212,-1.541,-0.817,-1.891,-0.839
2005-04-11,-3.632,-1.683,-0.085,0.089,-0.363,-1.59,-0.957,-1.862,-0.813
2005-04-12,-3.655,-1.663,-0.084,0.074,-0.324,-1.658,-0.984,-1.872,-0.799
2005-04-13,-3.541,-1.649,-0.056,0.074,-0.297,-1.613,-0.862,-1.857,-0.822
2005-04-14,-3.317,-1.546,-0.007,0.005,-0.288,-1.481,-0.743,-1.792,-0.782
2005-04-15,-2.7,-1.383,0.107,0.05,-0.272,-1.202,-0.478,-1.508,-0.714
2005-04-18,-2.422,-1.281,0.203,0.096,-0.499,-0.941,-0.702,-1.034,-0.686
2005-04-19,-2.409,-1.281,0.144,0.148,-0.316,-1.104,-0.578,-1.151,-0.68
2005-04-20,-2.379,-1.359,0.189,0.159,-0.324,-1.044,-0.467,-1.221,-0.691
2005-04-21,-2.918,-1.481,0.146,0.133,-0.565,-1.151,-0.894,-1.277,-0.747
2005-04-22,-2.772,-1.481,0.139,0.154,-0.363,-1.221,-0.645,-1.384,-0.743
2005-04-25,-2.835,-1.467,0.098,0.133,-0.33,-1.269,-0.69,-1.403,-0.742
2005-04-26,-2.821,-1.449,0.137,0.134,-0.371,-1.272,-0.658,-1.43,-0.733
2005-04-27,-2.768,-1.407,0.16,0.097,-0.391,-1.227,-0.693,-1.346,-0.729
2005-04-28,-2.53,-1.359,0.197,0.084,-0.307,-1.145,-0.531,-1.298,-0.701
2005-04-29,-2.565,-1.342,0.157,0.096,-0.365,-1.111,-0.644,-1.227,-0.694
2005-05-02,-2.67,-1.325,0.14,0.068,-0.378,-1.175,-0.694,-1.268,-0.708
2005-05-03,-2.772,-1.324,0.131,0.054,-0.35,-1.283,-0.717,-1.323,-0.732
2005-05-04,-2.89,-1.372,0.08,0.091,-0.38,-1.309,-0.8,-1.344,-0.746
2005-05-05,-2.836,-1.377,0.073,0.09,-0.317,-1.305,-0.721,-1.345,-0.77
2005-05-06,-3.088,-1.348,0.035,0.024,-0.415,-1.384,-0.846,-1.436,-0.806
2005-05-09,-3.065,-1.359,0.026,0.017,-0.342,-1.407,-0.825,-1.428,-0.812
2005-05-10,-2.71,-1.287,0.084,0.03,-0.205,-1.332,-0.708,-1.222,-0.78
2005-05-11,-2.588,-1.226,0.077,0.009,-0.2,-1.248,-0.704,-1.141,-0.743
2005-05-12,-2.699,-1.216,0.099,-0.053,-0.333,-1.196,-0.637,-1.315,-0.747
2005-05-13,-2.622,-1.135,0.12,-0.097,-0.334,-1.176,-0.565,-1.334,-0.723
2005-05-16,-2.602,-1.092,0.119,-0.092,-0.383,-1.154,-0.643,-1.249,-0.71
2005-05-17,-2.607,-1.026,0.113,-0.113,-0.385,-1.196,-0.707,-1.214,-0.686
2005-05-18,-2.793,-1.02,0.055,-0.07,-0.438,-1.32,-0.822,-1.291,-0.68
2005-05-19,-3.12,-1.117,-0.008,-0.094,-0.477,-1.424,-0.907,-1.481,-0.732
2005-05-20,-3.231,-1.181,0.0,-0.146,-0.463,-1.441,-0.936,-1.55,-0.745
2005-05-23,-3.382,-1.173,-0.04,-0.133,-0.514,-1.522,-1.009,-1.638,-0.735
2005-05-24,-3.365,-1.183,-0.038,-0.127,-0.496,-1.521,-0.98,-1.656,-0.729
2005-05-25,-3.371,-1.239,-0.008,-0.12,-0.518,-1.486,-1.024,-1.597,-0.75
2005-05-26,-3.594,-1.314,-0.046,-0.159,-0.535,-1.54,-1.133,-1.699,-0.762
2005-05-27,-3.659,-1.368,-0.07,-0.127,-0.507,-1.587,-1.132,-1.749,-0.778
2005-05-31,-3.761,-1.456,-0.077,-0.218,-0.481,-1.529,-1.103,-1.86,-0.798
2005-06-01,-3.755,-1.439,-0.145,-0.254,-0.44,-1.477,-1.09,-1.89,-0.775
2005-06-02,-3.837,-1.504,-0.145,-0.21,-0.488,-1.49,-1.152,-1.9,-0.785
2005-06-03,-3.876,-1.557,-0.128,-0.209,-0.49,-1.492,-1.148,-1.918,-0.81
2005-06-06,-3.783,-1.537,-0.122,-0.174,-0.497,-1.453,-1.122,-1.878,-0.783
2005-06-07,-3.769,-1.503,-0.138,-0.169,-0.483,-1.476,-1.1,-1.919,-0.75
2005-06-08,-3.812,-1.492,-0.138,-0.212,-0.499,-1.471,-1.123,-1.937,-0.752
2005-06-09,-3.817,-1.49,-0.131,-0.215,-0.528,-1.453,-1.177,-1.901,-0.739
2005-06-10,-4.009,-1.53,-0.162,-0.256,-0.551,-1.51,-1.232,-2.018,-0.759
2005-06-13,-4.09,-1.622,-0.18,-0.262,-0.551,-1.475,-1.211,-2.043,-0.836
2005-06-14,-4.179,-1.648,-0.196,-0.29,-0.555,-1.49,-1.241,-2.089,-0.849
2005-06-15,-4.194,-1.685,-0.207,-0.245,-0.584,-1.473,-1.302,-2.048,-0.844
2005-06-16,-4.14,-1.659,-0.231,-0.218,-0.523,-1.509,-1.277,-2.036,-0.827
2005-06-17,-3.988,-1.679,-0.265,-0.16,-0.345,-1.539,-1.292,-1.851,-0.845
2005-06-20,-4.204,-1.69,-0.254,-0.21,-0.523,-1.527,-1.356,-1.991,-0.857
2005-06-21,-4.174,-1.654,-0.256,-0.184,-0.544,-1.536,-1.363,-1.974,-0.837
2005-06-22,-4.103,-1.614,-0.268,-0.219,-0.481,-1.521,-1.279,-2.005,-0.819
2005-06-23,-4.139,-1.629,-0.248,-0.232,-0.519,-1.511,-1.25,-2.072,-0.817
2005-06-24,-4.015,-1.591,-0.201,-0.222,-0.502,-1.499,-1.184,-2.018,-0.813
2005-06-27,-4.003,-1.582,-0.162,-0.207,-0.544,-1.508,-1.225,-1.966,-0.812
2005-06-28,-4.146,-1.63,-0.22,-0.265,-0.536,-1.495,-1.264,-2.05,-0.832
2005-06-29,-4.174,-1.655,-0.229,-0.264,-0.536,-1.49,-1.25,-2.084,-0.84
2005-06-30,-4.054,-1.666,-0.029,-0.276,-0.579,-1.504,-1.232,-1.968,-0.854
2005-07-01,-4.213,-1.711,-0.06,-0.365,-0.554,-1.523,-1.235,-2.099,-0.879
2005-07-05,-4.205,-1.77,-0.079,-0.396,-0.491,-1.469,-1.236,-2.065,-0.904
2005-07-06,-4.126,-1.723,-0.068,-0.393,-0.505,-1.437,-1.163,-2.077,-0.886
2005-07-07,-3.9,-1.685,-0.034,-0.382,-0.522,-1.277,-1.143,-1.886,-0.871
2005-07-08,-4.247,-1.748,-0.095,-0.39,-0.557,-1.457,-1.315,-2.03,-0.902
2005-07-11,-4.317,-1.786,-0.141,-0.331,-0.568,-1.491,-1.311,-2.102,-0.904
2005-07-12,-4.386,-1.845,-0.143,-0.264,-0.614,-1.52,-1.374,-2.067,-0.945
2005-07-13,-4.442,-1.861,-0.153,-0.34,-0.546,-1.542,-1.358,-2.123,-0.961
2005-07-14,-4.622,-1.902,-0.186,-0.364,-0.573,-1.597,-1.432,-2.216,-0.974
2005-07-15,-4.658,-1.904,-0.182,-0.372,-0.57,-1.63,-1.467,-2.226,-0.965
2005-07-18,-4.691,-1.933,-0.161,-0.372,-0.594,-1.631,-1.461,-2.241,-0.989
2005-07-19,-4.664,-1.899,-0.189,-0.394,-0.553,-1.629,-1.464,-2.236,-0.964
2005-07-20,-4.595,-1.893,-0.171,-0.345,-0.535,-1.651,-1.481,-2.16,-0.954
2005-07-21,-4.515,-1.937,-0.178,-0.303,-0.571,-1.526,-1.445,-2.088,-0.982
2005-07-22,-4.504,-1.891,-0.182,-0.357,-0.519,-1.555,-1.441,-2.106,-0.957
2005-07-25,-4.549,-1.915,-0.19,-0.355,-0.541,-1.548,-1.439,-2.153,-0.957
2005-07-26,-4.574,-1.901,-0.19,-0.386,-0.54,-1.557,-1.473,-2.157,-0.944
2005-07-27,-4.701,-1.919,-0.221,-0.365,-0.558,-1.638,-1.534,-2.206,-0.961
2005-07-28,-4.727,-1.916,-0.251,-0.322,-0.557,-1.681,-1.534,-2.23,-0.963
2005-07-29,-4.726,-1.97,-0.232,-0.327,-0.591,-1.606,-1.487,-2.249,-0.99
2005-08-01,-4.591,-1.958,-0.241,-0.281,-0.556,-1.555,-1.424,-2.173,-0.994
2005-08-02,-4.669,-1.966,-0.277,-0.264,-0.562,-1.6,-1.479,-2.183,-1.007
2005-08-03,-4.576,-1.962,-0.282,-0.194,-0.543,-1.595,-1.451,-2.123,-1.002
2005-08-04,-4.469,-1.973,-0.23,-0.181,-0.542,-1.543,-1.394,-2.066,-1.009
2005-08-05,-4.467,-1.993,-0.181,-0.2,-0.564,-1.529,-1.418,-2.022,-1.027
2005-08-08,-4.418,-1.965,-0.187,-0.207,-0.577,-1.482,-1.396,-2.007,-1.015
2005-08-09,-4.466,-1.943,-0.235,-0.201,-0.527,-1.56,-1.403,-2.068,-0.995
2005-08-10,-4.521,-1.946,-0.275,-0.17,-0.578,-1.552,-1.424,-2.087,-1.01
2005-08-11,-4.356,-1.909,-0.309,-0.096,-0.56,-1.482,-1.412,-1.986,-0.958
2005-08-12,-4.327,-1.891,-0.285,-0.097,-0.584,-1.47,-1.387,-1.991,-0.949
2005-08-15,-4.405,-1.925,-0.288,-0.135,-0.564,-1.493,-1.42,-2.008,-0.977
2005-08-16,-4.307,-1.895,-0.255,-0.127,-0.574,-1.456,-1.351,-2.007,-0.949
2005-08-17,-4.352,-1.911,-0.244,-0.184,-0.617,-1.396,-1.407,-1.99,-0.955
2005-08-18,-4.363,-1.887,-0.234,-0.224,-0.602,-1.416,-1.385,-2.046,-0.932
2005-08-19,-4.466,-1.894,-0.247,-0.246,-0.606,-1.473,-1.399,-2.153,-0.914
2005-08-22,-4.405,-1.895,-0.277,-0.214,-0.655,-1.364,-1.42,-2.064,-0.921
2005-08-23,-4.339,-1.893,-0.256,-0.21,-0.628,-1.352,-1.407,-2.015,-0.917
2005-08-24,-4.242,-1.886,-0.229,-0.204,-0.641,-1.282,-1.374,-1.96,-0.908
2005-08-25,-4.206,-1.855,-0.208,-0.178,-0.62,-1.345,-1.362,-1.947,-0.897
2005-08-26,-4.264,-1.899,-0.209,-0.193,-0.645,-1.318,-1.382,-1.973,-0.909
2005-08-29,-4.28,-1.887,-0.211,-0.226,-0.64,-1.316,-1.407,-1.974,-0.899
2005-08-30,-4.13,-1.841,-0.221,-0.258,-0.544,-1.266,-1.267,-1.986,-0.877
2005-08-31,-3.778,-1.669,-0.259,-0.21,-0.339,-1.301,-1.033,-1.986,-0.759
2005-09-01,-3.366,-1.642,-0.296,-0.115,-0.079,-1.234,-0.678,-1.923,-0.765
2005-09-02,-3.743,-1.679,-0.299,-0.096,-0.431,-1.238,-1.185,-1.776,-0.782
2005-09-06,-3.875,-1.717,-0.359,-0.121,-0.366,-1.312,-1.197,-1.885,-0.793
2005-09-07,-4.087,-1.723,-0.374,-0.141,-0.533,-1.316,-1.412,-1.866,-0.809
2005-09-08,-3.892,-1.731,-0.35,-0.144,-0.393,-1.274,-1.261,-1.819,-0.812
2005-09-09,-4.228,-1.744,-0.4,-0.124,-0.558,-1.402,-1.287,-2.116,-0.825
2005-09-12,-4.488,-1.807,-0.428,-0.172,-0.619,-1.462,-1.406,-2.241,-0.841
2005-09-13,-4.35,-1.768,-0.39,-0.198,-0.567,-1.427,-1.297,-2.221,-0.832
2005-09-14,-4.331,-1.795,-0.38,-0.173,-0.571,-1.412,-1.267,-2.215,-0.849
2005-09-15,-4.377,-1.813,-0.401,-0.186,-0.587,-1.39,-1.28,-2.24,-0.857
2005-09-16,-4.633,-1.829,-0.431,-0.183,-0.745,-1.445,-1.503,-2.255,-0.875
2005-09-19,-4.347,-1.811,-0.409,-0.196,-0.566,-1.365,-1.212,-2.287,-0.848
2005-09-20,-4.619,-1.774,-0.414,-0.216,-0.828,-1.387,-1.478,-2.298,-0.843
2005-09-21,-4.219,-1.739,-0.382,-0.152,-0.597,-1.349,-1.151,-2.244,-0.824
2005-09-22,-4.304,-1.723,-0.377,-0.203,-0.638,-1.363,-1.226,-2.248,-0.83
2005-09-23,-4.477,-1.775,-0.384,-0.262,-0.689,-1.367,-1.31,-2.323,-0.844
2005-09-26,-4.489,-1.821,-0.438,-0.233,-0.655,-1.342,-1.252,-2.389,-0.848
2005-09-27,-4.565,-1.81,-0.416,-0.28,-0.698,-1.361,-1.285,-2.421,-0.859
2005-09-28,-4.375,-1.792,-0.452,-0.247,-0.534,-1.35,-1.285,-2.25,-0.84
2005-09-29,-4.381,-1.839,-0.491,-0.236,-0.424,-1.391,-1.238,-2.274,-0.869
2005-09-30,-4.349,-1.802,-0.288,-0.274,-0.627,-1.358,-1.214,-2.291,-0.844
2005-10-03,-4.201,-1.852,-0.282,-0.316,-0.405,-1.346,-1.193,-2.144,-0.864
2005-10-04,-4.348,-1.816,-0.285,-0.315,-0.587,-1.345,-1.097,-2.405,-0.846
2005-10-05,-4.171,-1.8,-0.208,-0.297,-0.594,-1.272,-1.029,-2.313,-0.829
2005-10-06,-3.839,-1.728,-0.119,-0.186,-0.612,-1.194,-0.958,-2.112,-0.769
2005-10-07,-3.978,-1.736,-0.102,-0.212,-0.646,-1.282,-1.021,-2.186,-0.771
2005-10-10,-3.681,-1.709,-0.09,-0.232,-0.413,-1.237,-0.951,-1.959,-0.771
2005-10-11,-3.678,-1.718,-0.128,-0.256,-0.379,-1.197,-0.902,-2.007,-0.769
2005-10-12,-3.683,-1.667,-0.079,-0.254,-0.569,-1.114,-0.844,-2.081,-0.758
2005-10-13,-3.491,-1.644,-0.047,-0.254,-0.516,-1.03,-0.79,-1.968,-0.733
2005-10-14,-3.39,-1.614,-0.066,-0.239,-0.344,-1.127,-0.907,-1.762,-0.721
2005-10-17,-3.671,-1.684,-0.074,-0.254,-0.519,-1.14,-0.895,-2.055,-0.721
2005-10-18,-3.5,-1.728,-0.033,-0.29,-0.314,-1.135,-0.867,-1.892,-0.741
2005-10-19,-3.674,-1.68,-0.003,-0.299,-0.514,-1.178,-0.994,-1.927,-0.753
2005-10-20,-3.37,-1.684,0.02,-0.284,-0.323,-1.099,-0.873,-1.741,-0.756
2005-10-21,-3.342,-1.654,0.023,-0.295,-0.294,-1.122,-0.862,-1.755,-0.725
2005-10-24,-3.548,-1.694,-0.037,-0.28,-0.332,-1.205,-0.997,-1.792,-0.759
2005-10-25,-3.587,-1.747,-0.046,-0.205,-0.356,-1.233,-0.977,-1.838,-0.772
2005-10-26,-3.653,-1.745,-0.059,-0.23,-0.383,-1.236,-0.957,-1.899,-0.797
2005-10-27,-3.356,-1.67,-0.005,-0.185,-0.356,-1.14,-0.851,-1.733,-0.772
2005-10-28,-3.503,-1.69,-0.042,-0.211,-0.345,-1.215,-0.981,-1.74,-0.782
2005-10-31,-3.547,-1.641,-0.138,-0.274,-0.294,-1.2,-0.916,-1.867,-0.764
2005-11-01,-3.656,-1.658,-0.164,-0.292,-0.323,-1.219,-0.96,-1.909,-0.787
2005-11-02,-3.74,-1.666,-0.204,-0.246,-0.339,-1.285,-0.99,-1.962,-0.788
2005-11-03,-3.801,-1.682,-0.252,-0.298,-0.273,-1.296,-1.006,-2.01,-0.785
2005-11-04,-3.843,-1.669,-0.27,-0.369,-0.264,-1.271,-0.97,-2.099,-0.774
2005-11-07,-3.807,-1.64,-0.279,-0.347,-0.287,-1.254,-1.024,-2.02,-0.763
2005-11-08,-3.75,-1.617,-0.266,-0.352,-0.272,-1.243,-0.969,-2.032,-0.749
2005-11-09,-3.844,-1.645,-0.273,-0.33,-0.34,-1.256,-0.989,-2.089,-0.766
2005-11-10,-3.847,-1.586,-0.297,-0.355,-0.309,-1.3,-1.055,-2.061,-0.731
2005-11-11,-3.91,-1.584,-0.336,-0.333,-0.275,-1.382,-1.053,-2.126,-0.731
2005-11-14,-3.957,-1.606,-0.328,-0.359,-0.326,-1.338,-1.064,-2.132,-0.761
2005-11-15,-3.892,-1.579,-0.307,-0.353,-0.306,-1.347,-1.033,-2.114,-0.745
2005-11-16,-3.784,-1.519,-0.304,-0.349,-0.249,-1.363,-0.954,-2.108,-0.722
2005-11-17,-3.869,-1.511,-0.369,-0.294,-0.291,-1.404,-1.015,-2.134,-0.72
2005-11-18,-4.114,-1.565,-0.418,-0.282,-0.426,-1.423,-1.102,-2.276,-0.736
2005-11-21,-4.012,-1.533,-0.446,-0.28,-0.296,-1.457,-1.105,-2.181,-0.726
2005-11-22,-3.914,-1.511,-0.461,-0.236,-0.247,-1.459,-1.053,-2.151,-0.71
2005-11-23,-4.04,-1.545,-0.481,-0.238,-0.325,-1.451,-1.119,-2.181,-0.74
2005-11-25,-4.086,-1.535,-0.493,-0.268,-0.273,-1.517,-1.098,-2.244,-0.744
2005-11-28,-3.947,-1.52,-0.477,-0.202,-0.281,-1.467,-1.04,-2.181,-0.726
2005-11-29,-4.008,-1.559,-0.472,-0.234,-0.282,-1.461,-1.086,-2.175,-0.747
2005-11-30,-3.869,-1.494,-0.432,-0.249,-0.228,-1.466,-1.011,-2.141,-0.717
2005-12-01,-3.972,-1.475,-0.529,-0.24,-0.202,-1.526,-1.069,-2.194,-0.709
2005-12-02,-4.056,-1.495,-0.578,-0.241,-0.214,-1.528,-1.093,-2.255,-0.708
2005-12-05,-4.015,-1.506,-0.575,-0.195,-0.256,-1.483,-1.081,-2.211,-0.723
2005-12-06,-3.961,-1.464,-0.576,-0.19,-0.213,-1.518,-1.039,-2.216,-0.706
2005-12-07,-4.024,-1.464,-0.566,-0.201,-0.293,-1.5,-1.043,-2.264,-0.717
2005-12-08,-3.671,-1.437,-0.526,-0.137,-0.127,-1.444,-0.962,-2.026,-0.683
2005-12-09,-3.956,-1.495,-0.555,-0.127,-0.327,-1.452,-1.014,-2.239,-0.703
2005-12-12,-3.827,-1.498,-0.584,-0.068,-0.27,-1.407,-0.951,-2.182,-0.694
2005-12-13,-3.976,-1.491,-0.607,-0.103,-0.34,-1.435,-1.021,-2.245,-0.71
2005-12-14,-3.606,-1.448,-0.58,-0.073,-0.132,-1.373,-1.003,-1.898,-0.705
2005-12-15,-3.866,-1.45,-0.545,-0.087,-0.336,-1.448,-1.056,-2.1,-0.71
2005-12-16,-3.823,-1.443,-0.54,-0.077,-0.284,-1.479,-1.014,-2.113,-0.696
2005-12-19,-3.942,-1.438,-0.546,-0.088,-0.433,-1.437,-1.006,-2.242,-0.694
2005-12-20,-4.169,-1.443,-0.578,-0.184,-0.486,-1.478,-1.082,-2.375,-0.712
2005-12-21,-4.209,-1.458,-0.629,-0.184,-0.478,-1.46,-1.086,-2.403,-0.72
2005-12-22,-4.145,-1.44,-0.632,-0.148,-0.453,-1.472,-1.074,-2.364,-0.707
2005-12-23,-4.21,-1.432,-0.632,-0.149,-0.507,-1.49,-1.127,-2.388,-0.695
2005-12-27,-4.045,-1.429,-0.606,-0.167,-0.483,-1.36,-1.059,-2.292,-0.694
2005-12-28,-4.047,-1.386,-0.625,-0.15,-0.514,-1.372,-1.069,-2.306,-0.672
2005-12-29,-4.024,-1.389,-0.641,-0.138,-0.541,-1.315,-1.11,-2.229,-0.685
2005-12-30,-3.861,-1.349,-0.587,-0.136,-0.552,-1.237,-1.074,-2.134,-0.653
2006-01-03,-3.662,-1.442,-0.449,0.003,-0.533,-1.241,-1.058,-1.954,-0.65
2006-01-04,-3.669,-1.444,-0.506,0.046,-0.545,-1.22,-1.085,-1.919,-0.665
2006-01-05,-3.743,-1.481,-0.505,0.021,-0.563,-1.215,-1.145,-1.919,-0.679
2006-01-06,-3.942,-1.512,-0.542,0.093,-0.684,-1.297,-1.298,-1.963,-0.681
2006-01-09,-3.981,-1.514,-0.554,0.093,-0.711,-1.295,-1.336,-1.967,-0.678
