Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2008-01-02,4.801,1.571,0.55,0.474,2.191,0.015,2.769,1.857,0.175
2008-01-03,4.784,1.622,0.554,0.504,2.093,0.011,2.732,1.854,0.198
2008-01-04,5.075,1.681,0.74,0.522,1.903,0.229,2.793,2.075,0.207
2008-01-07,5.002,1.706,0.76,0.487,1.69,0.359,2.596,2.19,0.216
2008-01-08,4.763,1.722,0.785,0.513,1.521,0.222,2.586,1.96,0.217
2008-01-09,4.799,1.895,0.765,0.478,1.432,0.229,2.519,2.005,0.275
2008-01-10,4.824,1.849,0.793,0.531,1.466,0.185,2.43,2.147,0.247
2008-01-11,4.852,1.89,0.878,0.549,1.316,0.219,2.406,2.162,0.284
2008-01-14,4.752,1.912,0.838,0.593,1.176,0.233,2.175,2.28,0.297
2008-01-15,5.299,1.97,0.988,0.612,1.27,0.459,2.342,2.621,0.336
2008-01-16,5.552,2.004,1.101,0.555,1.227,0.665,2.364,2.823,0.365
2008-01-17,5.838,2.094,1.15,0.581,1.339,0.674,2.766,2.656,0.416
2008-01-18,5.875,2.134,1.176,0.579,1.295,0.691,2.773,2.682,0.42
2008-01-22,7.838,2.445,1.504,0.613,1.571,1.705,3.433,3.82,0.585
2008-01-23,7.509,2.552,1.473,0.605,1.108,1.771,3.004,3.904,0.601
2008-01-24,6.745,2.312,1.269,0.621,0.979,1.564,2.771,3.485,0.489
2008-01-25,6.901,2.341,1.216,0.614,1.344,1.386,3.108,3.302,0.491
2008-01-28,7.233,2.306,1.276,0.644,1.348,1.659,2.968,3.79,0.475
2008-01-29,6.622,2.226,1.151,0.617,1.27,1.358,2.776,3.407,0.439
2008-01-30,6.834,2.178,1.196,0.671,1.484,1.305,2.887,3.542,0.405
2008-01-31,6.728,2.298,1.112,0.673,1.461,1.184,2.852,3.436,0.44
2008-02-01,6.345,2.306,1.03,0.633,1.47,0.906,2.702,3.211,0.432
2008-02-04,6.294,2.271,0.981,0.624,1.541,0.877,2.844,3.057,0.393
2008-02-05,7.008,2.387,1.156,0.579,1.726,1.16,3.205,3.368,0.435
2008-02-06,7.405,2.404,1.256,0.59,1.72,1.435,3.255,3.695,0.455
2008-02-07,7.081,2.4,1.263,0.534,1.528,1.356,3.045,3.632,0.404
2008-02-08,7.371,2.462,1.283,0.568,1.616,1.442,3.191,3.724,0.456
2008-02-11,7.434,2.514,1.287,0.575,1.591,1.467,3.193,3.791,0.45
2008-02-12,7.142,2.528,1.176,0.556,1.573,1.309,3.105,3.6,0.437
2008-02-13,7.023,2.562,1.122,0.514,1.656,1.169,3.06,3.521,0.442
2008-02-14,6.876,2.506,1.064,0.542,1.747,1.017,3.216,3.214,0.446
2008-02-15,6.967,2.589,1.106,0.556,1.777,0.939,3.199,3.303,0.465
2008-02-19,6.857,2.579,1.024,0.558,1.785,0.911,3.253,3.118,0.486
2008-02-20,7.043,2.527,1.091,0.546,1.742,1.137,3.168,3.467,0.408
2008-02-21,7.188,2.579,1.049,0.606,1.842,1.112,3.384,3.332,0.472
2008-02-22,7.24,2.558,1.068,0.618,1.857,1.139,3.333,3.472,0.435
2008-02-25,6.866,2.499,0.927,0.577,1.856,1.007,3.201,3.275,0.39
2008-02-26,6.71,2.473,0.881,0.649,1.909,0.798,3.151,3.154,0.405
2008-02-27,6.813,2.496,0.849,0.712,1.941,0.815,3.223,3.194,0.396
2008-02-28,7.419,2.669,0.926,0.801,2.178,0.845,3.528,3.396,0.495
2008-02-29,8.338,2.868,1.081,0.878,2.258,1.253,3.98,3.807,0.551
2008-03-03,8.76,2.922,1.195,0.884,2.234,1.525,3.997,4.211,0.552
2008-03-04,8.856,2.944,1.233,0.879,2.325,1.475,4.094,4.235,0.527
2008-03-05,8.778,2.906,1.173,0.887,2.375,1.437,4.168,4.097,0.513
2008-03-06,9.512,3.048,1.222,0.962,2.62,1.66,4.7,4.26,0.552
2008-03-07,9.759,3.208,1.335,0.957,2.381,1.878,4.567,4.569,0.623
2008-03-10,10.471,3.386,1.444,1.001,2.505,2.135,4.787,4.994,0.69
2008-03-11,9.56,3.271,1.285,0.909,2.342,1.753,4.202,4.764,0.594
2008-03-12,9.804,3.384,1.24,1.033,2.47,1.677,4.403,4.748,0.653
2008-03-13,10.251,3.436,1.324,1.08,2.513,1.898,4.504,5.12,0.627
2008-03-14,11.078,3.603,1.426,1.166,2.71,2.173,5.024,5.336,0.718
2008-03-17,12.401,3.801,1.638,1.266,2.809,2.887,5.169,6.421,0.811
2008-03-18,10.826,3.592,1.402,1.123,2.475,2.234,4.361,5.762,0.703
2008-03-19,11.197,3.622,1.441,1.12,2.751,2.263,4.835,5.619,0.743
2008-03-20,11.135,3.615,1.384,1.031,3.041,2.064,4.778,5.614,0.743
2008-03-24,10.288,3.434,1.286,0.948,2.771,1.849,4.375,5.277,0.636
2008-03-25,10.134,3.381,1.147,1.042,2.906,1.658,4.421,5.049,0.664
2008-03-26,10.428,3.413,1.18,1.142,3.032,1.661,4.593,5.149,0.686
2008-03-27,10.684,3.379,1.193,1.095,3.431,1.586,4.768,5.251,0.665
2008-03-28,10.651,3.38,1.186,1.092,3.578,1.415,4.805,5.165,0.681
2008-03-31,10.547,3.474,1.046,1.073,3.4,1.554,4.727,5.13,0.69
2008-04-01,9.65,3.332,0.869,0.896,3.386,1.167,4.316,4.719,0.615
2008-04-02,9.544,3.296,0.757,0.919,3.531,1.041,4.373,4.567,0.604
2008-04-03,9.407,3.226,0.731,0.917,3.476,1.057,4.341,4.47,0.596
2008-04-04,9.22,3.209,0.727,0.973,3.397,0.914,4.233,4.362,0.625
2008-04-07,8.815,3.011,0.668,0.921,3.348,0.867,4.098,4.169,0.548
2008-04-08,8.778,2.998,0.729,0.901,3.375,0.775,4.058,4.178,0.542
2008-04-09,9.126,3.085,0.781,0.99,3.463,0.807,4.234,4.303,0.589
2008-04-10,9.134,3.072,0.793,0.947,3.492,0.83,4.222,4.362,0.55
2008-04-11,9.221,3.11,0.822,1.001,3.427,0.861,4.352,4.282,0.587
2008-04-14,9.428,3.12,0.903,0.995,3.415,0.995,4.383,4.467,0.578
2008-04-15,9.348,3.025,0.864,0.939,3.56,0.96,4.388,4.417,0.543
2008-04-16,9.037,2.918,0.731,0.972,3.603,0.813,4.339,4.232,0.466
2008-04-17,8.981,2.828,0.703,0.917,3.735,0.798,4.41,4.137,0.434
2008-04-18,8.49,2.695,0.585,0.823,3.762,0.625,4.227,3.875,0.388
2008-04-21,8.492,2.669,0.577,0.859,3.832,0.555,4.245,3.857,0.39
2008-04-22,8.408,2.603,0.623,0.89,3.685,0.607,4.218,3.804,0.386
2008-04-23,8.258,2.592,0.591,0.812,3.764,0.499,4.158,3.726,0.374
2008-04-24,7.834,2.483,0.574,0.677,3.636,0.464,3.977,3.541,0.316
2008-04-25,7.545,2.466,0.48,0.66,3.597,0.342,3.861,3.379,0.305
2008-04-28,7.486,2.437,0.462,0.682,3.563,0.342,3.823,3.356,0.307
2008-04-29,7.536,2.434,0.492,0.637,3.582,0.391,3.757,3.46,0.319
2008-04-30,7.533,2.402,0.479,0.674,3.624,0.354,3.779,3.436,0.318
2008-05-01,7.059,2.379,0.437,0.564,3.479,0.2,3.428,3.32,0.311
2008-05-02,6.43,2.238,0.346,0.496,3.325,0.025,3.15,3.024,0.256
2008-05-05,6.476,2.251,0.355,0.542,3.278,0.05,3.149,3.055,0.272
2008-05-06,6.511,2.235,0.334,0.546,3.321,0.075,3.162,3.088,0.261
2008-05-07,6.464,2.193,0.356,0.516,3.222,0.177,3.198,3.005,0.261
2008-05-08,6.646,2.275,0.372,0.575,3.181,0.243,3.184,3.164,0.298
2008-05-09,6.858,2.305,0.456,0.636,3.154,0.307,3.199,3.356,0.303
2008-05-12,6.685,2.286,0.403,0.602,3.104,0.29,3.091,3.293,0.301
2008-05-13,6.459,2.145,0.369,0.503,3.155,0.287,3.09,3.142,0.227
2008-05-14,6.355,2.119,0.32,0.474,3.222,0.22,3.102,3.012,0.241
2008-05-15,6.202,2.137,0.27,0.502,3.162,0.131,3.0,2.931,0.271
2008-05-16,6.145,2.076,0.247,0.573,3.115,0.134,2.933,2.97,0.242
2008-05-19,5.961,2.042,0.21,0.543,3.062,0.104,2.862,2.87,0.229
2008-05-20,6.236,2.1,0.297,0.639,3.013,0.187,2.941,3.029,0.266
2008-05-21,6.4,2.035,0.382,0.702,2.955,0.326,2.995,3.133,0.272
2008-05-22,6.287,1.992,0.36,0.633,2.959,0.343,2.975,3.08,0.232
2008-05-23,6.6,2.075,0.43,0.675,3.013,0.407,3.139,3.181,0.28
2008-05-27,6.597,2.074,0.439,0.57,3.021,0.493,3.112,3.218,0.267
2008-05-28,6.526,2.024,0.425,0.515,3.046,0.516,3.085,3.204,0.237
2008-05-29,6.203,1.976,0.343,0.405,3.027,0.452,3.017,2.972,0.214
2008-05-30,6.205,2.006,0.298,0.437,3.086,0.378,3.028,2.941,0.236
2008-06-02,6.661,2.129,0.355,0.488,3.156,0.533,3.2,3.19,0.271
2008-06-03,6.751,2.161,0.349,0.437,3.214,0.59,3.271,3.182,0.298
2008-06-04,6.874,2.157,0.352,0.413,3.336,0.616,3.34,3.254,0.28
2008-06-05,6.767,2.087,0.305,0.401,3.372,0.602,3.295,3.204,0.268
2008-06-06,7.822,2.181,0.413,0.541,3.498,1.189,3.749,3.73,0.343
2008-06-09,8.018,2.201,0.444,0.44,3.546,1.387,3.789,3.884,0.345
2008-06-10,7.872,2.166,0.494,0.299,3.466,1.447,3.722,3.83,0.32
2008-06-11,7.9,2.183,0.552,0.365,3.442,1.358,3.792,3.748,0.36
2008-06-12,7.728,2.089,0.557,0.256,3.407,1.419,3.652,3.767,0.309
2008-06-13,7.6,2.08,0.49,0.22,3.501,1.309,3.622,3.666,0.312
2008-06-16,7.411,2.072,0.439,0.249,3.479,1.172,3.564,3.533,0.314
2008-06-17,7.271,2.072,0.437,0.272,3.425,1.065,3.541,3.412,0.318
2008-06-18,7.382,2.143,0.48,0.308,3.4,1.051,3.601,3.411,0.37
2008-06-19,7.161,2.091,0.52,0.265,3.247,1.038,3.44,3.372,0.349
2008-06-20,7.555,2.223,0.635,0.328,3.273,1.096,3.643,3.518,0.394
2008-06-23,7.547,2.277,0.644,0.252,3.268,1.106,3.612,3.547,0.388
2008-06-24,7.687,2.382,0.667,0.282,3.344,1.012,3.702,3.544,0.441
2008-06-25,7.585,2.403,0.614,0.3,3.415,0.853,3.644,3.498,0.443
2008-06-26,8.222,2.592,0.754,0.41,3.492,0.974,4.031,3.667,0.524
2008-06-27,8.431,2.648,0.809,0.46,3.496,1.018,4.047,3.84,0.544
2008-06-30,8.316,2.659,0.766,0.416,3.42,1.055,3.992,3.769,0.555
2008-07-01,8.461,2.749,0.805,0.432,3.421,1.054,3.994,3.882,0.585
2008-07-02,8.784,2.77,0.893,0.469,3.467,1.185,4.218,3.956,0.61
2008-07-03,8.586,2.864,0.875,0.379,3.465,1.003,4.104,3.865,0.617
2008-07-07,8.467,2.913,0.866,0.365,3.443,0.88,4.137,3.694,0.636
2008-07-08,8.386,2.981,0.897,0.319,3.363,0.826,3.894,3.855,0.637
2008-07-09,8.422,3.002,0.903,0.378,3.369,0.77,4.053,3.711,0.658
2008-07-10,8.597,3.033,0.927,0.393,3.383,0.861,4.118,3.817,0.662
2008-07-11,8.796,2.968,1.013,0.449,3.353,1.013,4.268,3.917,0.611
2008-07-14,9.07,3.014,1.02,0.475,3.461,1.1,4.447,3.969,0.654
2008-07-15,9.54,3.122,1.138,0.53,3.516,1.234,4.636,4.207,0.697
2008-07-16,9.048,3.078,1.048,0.452,3.407,1.063,4.357,4.043,0.648
2008-07-17,8.779,3.001,0.921,0.4,3.439,1.018,4.337,3.846,0.596
2008-07-18,8.429,2.91,0.884,0.354,3.385,0.896,4.225,3.631,0.573
2008-07-21,8.401,2.899,0.856,0.396,3.395,0.855,4.177,3.645,0.579
2008-07-22,7.918,2.888,0.775,0.291,3.277,0.687,3.902,3.466,0.55
2008-07-23,7.592,2.82,0.688,0.212,3.249,0.623,3.787,3.295,0.51
2008-07-24,7.747,2.94,0.746,0.242,3.164,0.655,3.874,3.301,0.572
2008-07-25,7.642,2.884,0.777,0.22,3.125,0.636,3.78,3.319,0.543
2008-07-28,7.877,2.967,0.841,0.251,3.176,0.642,3.952,3.349,0.576
2008-07-29,7.588,2.955,0.796,0.16,3.126,0.551,3.719,3.318,0.551
2008-07-30,7.237,2.957,0.678,0.136,3.113,0.353,3.505,3.177,0.555
2008-07-31,7.47,3.047,0.713,0.157,3.13,0.423,3.687,3.174,0.609
2008-08-01,7.647,3.07,0.795,0.141,3.147,0.494,3.781,3.26,0.606
2008-08-04,7.78,3.085,0.871,0.106,3.174,0.544,3.838,3.338,0.604
2008-08-05,7.368,3.061,0.738,0.038,3.175,0.356,3.594,3.178,0.596
2008-08-06,7.11,3.023,0.652,-0.019,3.236,0.218,3.561,2.962,0.587
2008-08-07,7.321,3.101,0.72,-0.023,3.276,0.247,3.685,3.005,0.631
2008-08-08,7.033,3.084,0.638,-0.157,3.229,0.239,3.52,2.884,0.629
2008-08-11,6.804,3.051,0.549,-0.226,3.17,0.26,3.377,2.841,0.586
2008-08-12,6.894,3.107,0.606,-0.218,3.124,0.275,3.452,2.827,0.615
2008-08-13,7.159,3.096,0.708,-0.208,3.12,0.443,3.494,3.041,0.624
2008-08-14,6.963,3.105,0.68,-0.27,3.126,0.322,3.437,2.907,0.619
2008-08-15,6.823,3.12,0.653,-0.332,3.151,0.231,3.429,2.761,0.633
2008-08-18,6.992,3.13,0.675,-0.303,3.237,0.253,3.617,2.729,0.646
2008-08-19,7.217,3.149,0.8,-0.26,3.15,0.378,3.622,2.938,0.657
2008-08-20,7.173,3.203,0.762,-0.282,3.161,0.329,3.618,2.882,0.673
2008-08-21,7.22,3.18,0.738,-0.176,3.09,0.388,3.579,2.967,0.674
2008-08-22,7.012,3.158,0.714,-0.284,3.104,0.32,3.478,2.871,0.663
2008-08-25,7.361,3.273,0.749,-0.252,3.131,0.46,3.67,2.985,0.706
2008-08-26,7.253,3.259,0.749,-0.276,3.085,0.436,3.581,2.965,0.707
2008-08-27,7.142,3.259,0.709,-0.262,3.086,0.35,3.504,2.931,0.707
2008-08-28,6.954,3.243,0.63,-0.263,3.02,0.324,3.362,2.898,0.694
2008-08-29,6.946,3.215,0.614,-0.272,3.064,0.325,3.465,2.811,0.67
2008-09-02,7.255,3.301,0.678,-0.324,3.111,0.489,3.572,2.962,0.721
2008-09-03,7.321,3.316,0.709,-0.319,3.1,0.515,3.554,3.033,0.734
2008-09-04,7.783,3.377,0.873,-0.313,3.081,0.765,3.751,3.268,0.764
2008-09-05,7.92,3.421,0.963,-0.357,3.011,0.882,3.655,3.476,0.789
2008-09-08,7.492,3.369,0.75,-0.418,2.93,0.861,3.498,3.233,0.761
2008-09-09,8.12,3.486,0.902,-0.384,3.058,1.058,3.891,3.392,0.837
2008-09-10,8.043,3.52,0.909,-0.477,3.023,1.068,3.811,3.386,0.846
2008-09-11,8.232,3.636,0.915,-0.484,3.015,1.15,3.817,3.539,0.876
2008-09-12,8.328,3.619,0.838,-0.437,3.175,1.133,4.018,3.436,0.874
2008-09-15,10.8,4.264,1.057,-0.266,3.745,2.0,5.418,4.259,1.123
2008-09-16,12.162,4.71,1.18,-0.315,4.072,2.515,5.771,5.094,1.297
2008-09-17,14.259,5.047,1.316,-0.131,5.337,2.69,7.266,5.552,1.441
2008-09-18,15.011,5.324,1.249,-0.176,5.807,2.807,7.472,5.997,1.542
2008-09-19,12.623,4.785,0.838,-0.226,4.798,2.428,6.239,5.132,1.252
2008-09-22,13.051,4.685,0.948,-0.056,5.017,2.457,6.572,5.279,1.2
2008-09-23,13.826,4.885,1.036,-0.098,5.455,2.548,7.071,5.469,1.286
2008-09-24,14.896,5.099,1.041,-0.139,6.398,2.497,7.943,5.627,1.326
2008-09-25,14.895,5.217,0.951,-0.163,6.538,2.352,7.845,5.698,1.352
2008-09-26,15.874,5.486,0.997,-0.149,6.832,2.708,8.243,6.242,1.389
2008-09-29,18.531,5.812,1.404,-0.062,7.58,3.797,9.628,7.335,1.568
2008-09-30,18.252,5.828,1.195,-0.286,7.826,3.689,9.162,7.532,1.558
2008-10-01,18.607,5.892,1.157,-0.274,8.197,3.635,9.537,7.506,1.564
2008-10-02,19.853,6.187,1.339,-0.322,8.492,4.157,10.328,7.887,1.638
2008-10-03,19.602,6.273,1.347,-0.295,8.122,4.155,10.165,7.762,1.675
2008-10-06,21.951,6.752,1.741,-0.252,8.117,5.593,10.727,9.304,1.92
2008-10-07,22.673,6.784,1.954,-0.191,8.227,5.899,10.923,9.791,1.959
2008-10-08,25.932,7.09,2.311,-0.115,9.163,7.483,11.779,12.015,2.138
2008-10-09,26.587,7.303,2.537,-0.149,9.359,7.537,12.513,11.875,2.199
2008-10-10,29.316,8.035,2.894,-0.269,9.582,9.074,13.278,13.593,2.445
2008-10-13,26.955,7.949,2.343,-0.287,9.309,7.641,12.344,12.244,2.367
2008-10-14,24.303,7.484,2.021,-0.282,8.485,6.595,11.329,10.804,2.17
2008-10-15,25.757,7.674,2.41,-0.215,8.322,7.566,12.094,11.364,2.299
2008-10-16,26.836,7.805,2.629,-0.278,7.91,8.77,11.788,12.641,2.407
2008-10-17,25.068,7.831,2.508,-0.272,7.058,7.943,11.18,11.506,2.382
2008-10-20,22.226,7.882,2.218,-0.281,5.955,6.452,9.412,10.392,2.422
2008-10-21,22.475,7.977,2.256,-0.255,5.967,6.53,9.443,10.494,2.538
2008-10-22,24.609,8.169,2.666,-0.233,6.271,7.736,10.395,11.477,2.737
2008-10-23,25.985,8.322,2.685,-0.21,7.044,8.144,10.884,12.24,2.861
2008-10-24,28.291,8.616,3.059,-0.151,7.574,9.193,11.88,13.33,3.081
2008-10-27,29.223,8.602,3.282,-0.087,7.639,9.787,12.121,14.054,3.048
2008-10-28,27.232,8.415,2.82,-0.174,7.303,8.868,11.075,13.278,2.879
2008-10-29,26.198,8.246,2.556,-0.091,6.962,8.525,10.838,12.555,2.805
2008-10-30,25.101,7.971,2.24,-0.119,6.936,8.073,10.45,12.107,2.544
2008-10-31,24.355,7.716,2.18,-0.142,6.507,8.094,9.986,11.984,2.385
2008-11-03,23.536,7.617,2.143,-0.155,6.289,7.642,9.559,11.685,2.292
2008-11-04,21.698,7.31,1.832,-0.103,5.849,6.81,8.856,10.776,2.066
2008-11-05,21.587,7.225,1.939,-0.055,5.658,6.82,9.003,10.511,2.073
2008-11-06,23.046,7.211,2.314,-0.063,5.817,7.767,9.578,11.333,2.135
2008-11-07,22.282,7.118,2.24,-0.066,5.648,7.342,9.059,11.123,2.1
2008-11-10,21.883,7.018,2.136,-0.044,5.576,7.197,9.113,10.747,2.023
2008-11-11,21.997,6.997,2.328,-0.036,5.247,7.461,8.977,10.993,2.027
2008-11-12,22.926,7.126,2.55,0.037,5.361,7.852,9.461,11.309,2.156
2008-11-13,23.357,7.15,2.478,-0.012,5.852,7.889,9.418,11.759,2.18
2008-11-14,23.755,7.149,2.497,0.011,6.084,8.014,9.994,11.599,2.162
2008-11-17,23.963,7.16,2.587,0.042,6.044,8.13,10.13,11.678,2.155
2008-11-18,23.81,7.258,2.587,0.055,5.938,7.972,10.021,11.578,2.211
2008-11-19,24.387,7.385,2.833,0.107,5.881,8.181,10.389,11.749,2.249
2008-11-20,26.051,7.63,3.182,0.184,6.073,8.982,11.17,12.528,2.353
2008-11-21,25.719,7.65,3.014,0.132,6.21,8.713,10.844,12.579,2.296
2008-11-24,24.528,7.558,2.668,0.12,6.206,7.976,10.285,12.009,2.234
2008-11-25,23.938,7.529,2.522,0.192,5.949,7.746,10.061,11.697,2.18
2008-11-26,23.544,7.454,2.393,0.199,6.109,7.389,9.885,11.51,2.149
2008-11-28,22.869,7.43,2.205,0.223,6.112,6.899,9.802,10.985,2.082
2008-12-01,24.0,7.494,2.546,0.322,6.052,7.586,10.563,11.279,2.158
2008-12-02,23.923,7.482,2.51,0.344,6.024,7.563,10.27,11.493,2.16
2008-12-03,23.581,7.454,2.4,0.36,5.897,7.47,10.07,11.362,2.149
2008-12-04,24.091,7.477,2.476,0.403,6.069,7.666,10.353,11.625,2.113
2008-12-05,23.677,7.44,2.443,0.392,5.79,7.612,10.015,11.574,2.088
2008-12-08,22.641,7.375,2.091,0.378,5.468,7.329,9.666,10.969,2.006
2008-12-09,22.245,7.321,2.095,0.4,5.172,7.257,9.584,10.674,1.987
2008-12-10,21.402,7.239,1.978,0.378,4.878,6.929,9.148,10.351,1.903
2008-12-11,21.444,7.252,2.022,0.402,4.828,6.94,9.213,10.317,1.914
2008-12-12,21.737,7.247,2.14,0.407,4.728,7.215,9.114,10.709,1.914
2008-12-15,21.625,7.246,2.066,0.425,4.623,7.265,9.156,10.585,1.884
2008-12-16,20.969,7.203,1.927,0.483,4.45,6.906,8.59,10.518,1.861
2008-12-17,20.367,7.119,1.92,0.544,3.985,6.799,7.989,10.566,1.812
2008-12-18,20.113,7.056,1.942,0.529,4.101,6.485,7.963,10.342,1.808
2008-12-19,19.675,6.978,1.948,0.541,3.977,6.231,7.705,10.173,1.797
2008-12-22,19.4,6.89,2.004,0.527,3.927,6.052,7.62,9.988,1.792
2008-12-23,19.148,6.816,2.031,0.523,3.801,5.977,7.445,9.917,1.786
2008-12-24,19.063,6.78,2.04,0.536,3.803,5.904,7.378,9.929,1.756
2008-12-26,18.599,6.689,1.961,0.528,3.747,5.674,7.208,9.675,1.716
2008-12-29,18.657,6.642,1.933,0.536,3.688,5.858,7.183,9.739,1.735
2008-12-30,18.393,6.543,1.809,0.552,3.56,5.929,6.937,9.762,1.694
2008-12-31,17.569,6.411,1.163,0.512,3.578,5.905,6.519,9.415,1.635
2009-01-02,16.982,6.283,0.982,0.475,3.47,5.772,6.285,9.142,1.555
2009-01-05,16.164,6.14,0.9,0.43,3.232,5.462,6.065,8.593,1.506
2009-01-06,15.359,5.943,0.83,0.411,3.004,5.171,5.699,8.217,1.443
2009-01-07,14.977,5.778,0.905,0.427,2.779,5.088,5.627,7.907,1.443
2009-01-08,14.8,5.733,0.981,0.458,2.481,5.147,5.378,7.968,1.454
2009-01-09,14.618,5.674,1.045,0.5,2.423,4.976,5.229,7.934,1.455
2009-01-12,14.645,5.637,1.132,0.56,2.345,4.971,5.253,7.952,1.44
2009-01-13,14.614,5.581,1.209,0.569,2.385,4.87,5.139,8.032,1.443
2009-01-14,15.193,5.614,1.357,0.606,2.485,5.131,5.507,8.224,1.462
2009-01-15,15.811,5.647,1.442,0.593,2.687,5.442,5.765,8.556,1.49
2009-01-16,15.167,5.541,1.35,0.541,2.726,5.009,5.506,8.21,1.451
2009-01-20,15.949,5.503,1.567,0.544,2.647,5.688,6.018,8.453,1.478
2009-01-21,15.698,5.487,1.503,0.526,2.813,5.369,5.697,8.551,1.45
2009-01-22,15.597,5.496,1.519,0.509,2.882,5.191,5.802,8.358,1.437
2009-01-23,15.605,5.47,1.565,0.467,2.896,5.207,5.76,8.433,1.412
2009-01-26,15.272,5.42,1.492,0.437,2.877,5.046,5.694,8.198,1.38
2009-01-27,15.034,5.4,1.386,0.463,2.895,4.89,5.548,8.088,1.398
2009-01-28,14.231,5.275,1.226,0.429,2.719,4.582,5.142,7.759,1.33
2009-01-29,14.499,5.202,1.298,0.397,2.858,4.744,5.369,7.835,1.295
2009-01-30,14.845,5.166,1.38,0.392,3.064,4.843,5.647,7.965,1.233
2009-02-02,15.343,5.207,1.446,0.433,3.241,5.016,5.865,8.212,1.266
2009-02-03,14.998,5.175,1.366,0.396,3.262,4.799,5.647,8.111,1.24
2009-02-04,14.72,5.121,1.283,0.385,3.26,4.671,5.678,7.838,1.204
2009-02-05,14.441,5.14,1.25,0.355,3.168,4.528,5.543,7.682,1.216
2009-02-06,13.829,5.086,1.099,0.32,3.092,4.232,5.334,7.361,1.134
2009-02-09,13.713,5.05,1.087,0.324,3.03,4.222,5.216,7.383,1.114
2009-02-10,14.209,5.061,1.248,0.381,3.102,4.417,5.592,7.467,1.15
2009-02-11,13.949,5.082,1.235,0.403,3.01,4.219,5.332,7.461,1.156
2009-02-12,13.896,5.106,1.292,0.411,2.989,4.098,5.191,7.54,1.165
2009-02-13,13.721,5.079,1.27,0.369,3.014,3.989,5.285,7.302,1.134
2009-02-17,14.649,5.167,1.483,0.423,3.1,4.476,5.722,7.706,1.221
2009-02-18,14.642,5.174,1.506,0.378,3.16,4.424,5.694,7.743,1.205
2009-02-19,14.404,5.137,1.505,0.341,3.13,4.291,5.643,7.565,1.196
2009-02-20,14.869,5.183,1.631,0.361,3.169,4.525,5.822,7.834,1.213
2009-02-23,15.059,5.23,1.712,0.353,3.106,4.658,5.94,7.902,1.217
2009-02-24,14.809,5.324,1.667,0.322,3.132,4.364,5.656,7.942,1.211
2009-02-25,14.632,5.309,1.647,0.305,3.093,4.278,5.654,7.782,1.196
2009-02-26,14.538,5.321,1.635,0.255,3.27,4.057,5.71,7.646,1.182
2009-02-27,14.906,5.357,1.698,0.276,3.424,4.151,5.986,7.735,1.185
2009-03-02,15.732,5.36,1.946,0.334,3.42,4.672,6.345,8.114,1.273
2009-03-03,15.686,5.414,1.99,0.32,3.384,4.578,6.297,8.103,1.286
2009-03-04,15.066,5.466,1.828,0.274,3.302,4.196,6.085,7.734,1.247
2009-03-05,15.462,5.558,1.952,0.336,3.346,4.27,6.37,7.807,1.285
2009-03-06,15.685,5.581,2.001,0.331,3.44,4.332,6.381,8.021,1.283
2009-03-09,15.726,5.635,2.048,0.335,3.457,4.251,6.46,7.992,1.274
2009-03-10,15.225,5.639,1.8,0.313,3.504,3.969,6.113,7.877,1.235
2009-03-11,14.878,5.603,1.708,0.321,3.348,3.898,5.949,7.703,1.226
2009-03-12,14.706,5.586,1.625,0.32,3.253,3.922,5.758,7.723,1.225
2009-03-13,14.409,5.526,1.506,0.298,3.225,3.854,5.713,7.498,1.198
2009-03-16,14.049,5.44,1.424,0.264,3.096,3.825,5.603,7.282,1.164
2009-03-17,13.704,5.391,1.308,0.243,3.0,3.762,5.386,7.139,1.179
2009-03-18,13.688,5.449,1.259,0.306,2.869,3.805,5.315,7.163,1.21
2009-03-19,13.415,5.371,1.252,0.327,2.61,3.855,5.169,7.103,1.143
2009-03-20,13.424,5.365,1.285,0.323,2.618,3.833,5.239,7.053,1.132
2009-03-23,12.796,5.314,1.013,0.291,2.532,3.646,4.906,6.813,1.077
2009-03-24,12.616,5.247,0.999,0.254,2.605,3.511,4.927,6.633,1.056
2009-03-25,12.493,5.188,0.956,0.243,2.64,3.466,4.882,6.586,1.025
2009-03-26,12.084,5.142,0.854,0.237,2.573,3.278,4.739,6.352,0.993
2009-03-27,12.143,5.099,0.914,0.273,2.56,3.297,4.735,6.408,1.0
2009-03-30,12.86,5.102,1.147,0.314,2.573,3.724,5.028,6.768,1.064
2009-03-31,12.405,4.985,0.935,0.291,2.589,3.605,4.88,6.49,1.035
2009-04-01,11.968,4.988,0.817,0.297,2.532,3.334,4.709,6.271,0.988
2009-04-02,11.455,4.894,0.571,0.221,2.458,3.311,4.559,5.963,0.933
2009-04-03,11.085,4.817,0.56,0.176,2.406,3.126,4.414,5.785,0.886
2009-04-06,10.958,4.763,0.555,0.172,2.376,3.092,4.434,5.67,0.854
2009-04-07,10.831,4.73,0.623,0.191,2.314,2.973,4.415,5.556,0.86
2009-04-08,10.676,4.694,0.624,0.208,2.243,2.907,4.268,5.547,0.861
2009-04-09,10.199,4.619,0.426,0.185,2.202,2.767,4.063,5.315,0.821
2009-04-13,10.032,4.575,0.391,0.174,2.21,2.682,4.022,5.238,0.772
